node_id	score	type
144	59.0	intermediary
163	-54.0	indirect_source
57	50.0	intermediary
80	-44.0	indirect_source
86	28.0	intermediary
72	21.0	intermediary
29	16.0	intermediary
174	16.0	normal
98	-14.0	normal
199	14.0	intermediary
140	-13.0	indirect_source
64	12.0	normal
177	12.0	intermediary
60	-11.0	intermediary
94	-11.0	normal
158	-11.0	normal
25	10.0	normal
26	-10.0	normal
55	10.0	intermediary
36	-9.0	normal
104	-9.0	normal
203	9.0	normal
3	-8.0	intermediary
14	-8.0	normal
20	-8.0	indirect_source
33	-8.0	normal
78	8.0	normal
133	-8.0	intermediary
13	-7.0	normal
79	-7.0	normal
