node_id	score	type
11	75.0	indirect_target
123	63.0	indirect_target
163	48.0	indirect_source
101	45.0	indirect_target
140	33.0	indirect_source
119	31.0	indirect_target
72	23.0	intermediary
77	23.0	intermediary
199	20.0	intermediary
29	19.0	intermediary
204	-17.0	normal
21	15.0	intermediary
79	-15.0	normal
3	14.0	intermediary
128	14.0	intermediary
159	13.0	intermediary
177	13.0	intermediary
194	-13.0	normal
20	12.0	indirect_source
152	-12.0	normal
161	-12.0	normal
83	-11.0	normal
145	-10.0	normal
4	-9.0	normal
121	-9.0	normal
7	-8.0	normal
10	-8.0	normal
28	-8.0	normal
35	-8.0	normal
40	-8.0	normal
