node_id	score	type
163	62.0	indirect_source
140	55.0	indirect_source
3	26.0	intermediary
128	22.0	intermediary
144	17.0	intermediary
159	17.0	intermediary
199	17.0	intermediary
21	16.0	intermediary
29	16.0	intermediary
57	16.0	intermediary
133	16.0	intermediary
146	15.0	intermediary
177	15.0	intermediary
189	15.0	intermediary
77	11.0	intermediary
95	11.0	intermediary
31	9.0	intermediary
55	9.0	intermediary
60	9.0	intermediary
86	8.0	intermediary
200	8.0	intermediary
2	-5.0	normal
4	-5.0	normal
15	-5.0	normal
19	-5.0	normal
23	-5.0	normal
41	-5.0	normal
45	-5.0	normal
61	-5.0	normal
64	-5.0	normal
