node_id	score	type
123	62.0	indirect_target
101	-57.0	indirect_target
86	-51.0	intermediary
144	-48.0	intermediary
146	-44.0	intermediary
11	-37.0	indirect_target
21	35.0	intermediary
29	28.0	intermediary
57	25.0	intermediary
189	25.0	intermediary
119	22.0	indirect_target
55	-21.0	intermediary
72	-14.0	intermediary
199	-14.0	intermediary
95	-12.0	intermediary
3	11.0	intermediary
159	11.0	intermediary
200	-10.0	intermediary
31	-9.0	intermediary
177	-7.0	intermediary
77	6.0	intermediary
58	4.0	normal
69	4.0	normal
133	4.0	intermediary
207	4.0	normal
6	3.0	normal
7	3.0	normal
14	3.0	normal
17	3.0	normal
34	3.0	normal
