node_id	score	type
144	-73.0	intermediary
86	-53.0	intermediary
101	-49.0	indirect_target
11	-44.0	indirect_target
123	36.0	indirect_target
57	34.0	intermediary
79	-29.0	normal
146	-29.0	intermediary
55	-27.0	intermediary
189	27.0	intermediary
21	26.0	intermediary
176	19.0	normal
14	-18.0	normal
95	-18.0	intermediary
143	15.0	normal
8	-13.0	normal
51	13.0	normal
199	-13.0	intermediary
7	12.0	normal
29	12.0	intermediary
61	12.0	normal
71	-12.0	normal
72	-12.0	intermediary
119	12.0	indirect_target
197	12.0	normal
56	11.0	normal
113	-11.0	normal
159	11.0	intermediary
206	11.0	normal
59	10.0	normal
