node_id	score	type
71	87.0	black_hole
152	-41.0	volcano
172	37.0	indirect_target
183	35.0	intermediary
159	28.0	intermediary
161	28.0	intermediary
10	26.0	black_hole
38	26.0	normal
22	24.0	normal
176	24.0	indirect_source
53	23.0	normal
56	23.0	mushroom
124	23.0	intermediary
155	23.0	normal
135	22.0	intermediary
181	-21.0	normal
4	20.0	intermediary
17	19.0	indirect_target
127	19.0	normal
42	17.0	normal
83	17.0	normal
24	12.0	normal
84	12.0	normal
85	12.0	normal
113	12.0	normal
138	12.0	intermediary
81	10.0	normal
125	10.0	normal
150	10.0	intermediary
7	-9.0	normal
