node_id	score	type
48	0.03333333333333333	mushroom
122	0.03333333333333333	mushroom
69	0.06666666666666667	volcano
10	0.1	black_hole
71	0.13333333333333333	black_hole
42	0.13333333333333333	normal
172	0.16666666666666666	indirect_target
56	0.16666666666666666	mushroom
152	0.2	volcano
176	0.2	indirect_source
179	0.23333333333333334	normal
129	0.26666666666666666	normal
162	0.26666666666666666	normal
54	0.3	normal
161	0.3333333333333333	intermediary
106	0.3333333333333333	normal
4	0.36666666666666664	intermediary
47	0.36666666666666664	normal
147	0.36666666666666664	normal
141	0.36666666666666664	normal
164	0.36666666666666664	normal
181	0.4	normal
85	0.4	normal
49	0.4	normal
38	0.43333333333333335	normal
50	0.43333333333333335	normal
72	0.43333333333333335	normal
29	0.43333333333333335	normal
173	0.43333333333333335	normal
22	0.4666666666666667	normal
