node_id	score	type
122	138.0	mushroom
69	-135.0	volcano
10	116.0	black_hole
71	109.0	black_hole
56	91.0	mushroom
152	-70.0	volcano
179	58.0	normal
162	53.0	normal
54	51.0	normal
161	-47.0	intermediary
47	45.0	normal
85	-39.0	normal
72	38.0	normal
94	38.0	normal
1	-37.0	normal
124	-37.0	intermediary
116	-36.0	normal
37	33.0	normal
33	-30.0	normal
114	-30.0	normal
83	29.0	normal
155	29.0	normal
143	27.0	normal
14	26.0	normal
59	-25.0	normal
135	24.0	intermediary
32	23.0	normal
70	23.0	normal
150	23.0	intermediary
123	-22.0	normal
