node_id	score	type
48	161.0	mushroom
10	-112.0	black_hole
152	49.0	volcano
42	47.0	normal
85	45.0	normal
161	-40.0	intermediary
84	37.0	normal
60	-35.0	indirect_source
69	29.0	volcano
71	-29.0	black_hole
165	26.0	normal
181	-24.0	normal
53	21.0	normal
89	21.0	mushroom
0	19.0	normal
70	19.0	normal
113	17.0	normal
57	16.0	normal
124	14.0	intermediary
170	13.0	normal
183	-13.0	intermediary
127	12.0	normal
108	11.0	normal
204	10.0	normal
38	9.0	normal
129	8.0	normal
159	8.0	intermediary
20	7.0	normal
178	-7.0	normal
182	7.0	normal
