node_id	score	type
180	132.0	black_hole
175	-85.0	volcano
28	83.0	black_hole
47	72.0	black_hole
203	-54.0	volcano
37	40.0	black_hole
119	38.0	black_hole
108	-37.0	normal
33	-34.0	volcano
57	-31.0	normal
104	28.0	normal
111	28.0	normal
188	27.0	normal
181	-26.0	volcano
109	25.0	normal
186	25.0	normal
69	24.0	normal
100	21.0	normal
48	19.0	normal
145	19.0	normal
16	16.0	normal
205	16.0	normal
206	16.0	normal
4	-14.0	normal
112	14.0	normal
134	-14.0	normal
71	13.0	normal
211	13.0	normal
81	12.0	normal
164	-12.0	normal
