node_id	score	type
180	-168.0	black_hole
37	-157.0	black_hole
28	-154.0	black_hole
87	-152.0	black_hole
33	108.0	volcano
181	76.0	volcano
203	73.0	volcano
119	-60.0	black_hole
93	59.0	normal
101	59.0	normal
14	57.0	normal
175	39.0	volcano
61	37.0	normal
54	36.0	normal
70	36.0	normal
164	36.0	normal
71	32.0	normal
102	32.0	normal
209	32.0	normal
47	-30.0	black_hole
62	-26.0	normal
88	22.0	normal
122	22.0	normal
36	20.0	normal
103	19.0	normal
80	17.0	normal
82	17.0	normal
117	17.0	normal
161	17.0	normal
183	17.0	normal
