node_id	score	type
180	126.0	black_hole
47	118.0	black_hole
28	100.0	black_hole
175	-94.0	volcano
37	79.0	black_hole
33	-65.0	volcano
186	47.0	normal
61	-36.0	normal
203	-35.0	volcano
4	-33.0	normal
81	33.0	normal
161	24.0	normal
181	-23.0	volcano
134	-22.0	normal
21	21.0	normal
71	21.0	normal
100	21.0	normal
138	21.0	normal
205	21.0	normal
145	20.0	normal
207	20.0	normal
0	18.0	normal
84	18.0	normal
113	18.0	normal
127	18.0	normal
132	18.0	normal
211	18.0	normal
195	-17.0	normal
19	12.0	normal
59	12.0	normal
