Top 30 nodes sorted by the absolute value of the residuals of the ranks:
(98, 167.0)	Type: mushroom
(2, 125.0)	Type: ghost
(23, -20.0)	Type: ghost
(148, -20.0)	Type: ghost
(104, -19.0)	Type: ghost
(143, -4.0)	Type: ghost
(0, -2.0)	Type: normal
(1, -2.0)	Type: normal
(4, -2.0)	Type: normal
(5, -2.0)	Type: normal
(8, -2.0)	Type: normal
(10, -2.0)	Type: normal
(11, -2.0)	Type: normal
(13, -2.0)	Type: normal
(14, -2.0)	Type: normal
(18, -2.0)	Type: normal
(21, -2.0)	Type: normal
(24, -2.0)	Type: normal
(25, -2.0)	Type: normal
(26, -2.0)	Type: normal
(27, -2.0)	Type: normal
(30, -2.0)	Type: normal
(32, -2.0)	Type: normal
(33, -2.0)	Type: normal
(36, -2.0)	Type: normal
(37, -2.0)	Type: normal
(40, -2.0)	Type: normal
(42, -2.0)	Type: normal
(43, -2.0)	Type: normal
(44, -2.0)	Type: normal
