node_id	score	type
63	-180.0	black_hole
128	-180.0	black_hole
18	-125.0	black_hole
189	110.0	normal
141	101.0	volcano
25	98.0	volcano
123	91.0	normal
118	-83.0	black_hole
46	-78.0	black_hole
4	71.0	normal
105	69.0	volcano
180	68.0	normal
206	67.0	volcano
34	62.0	normal
35	58.0	normal
104	-54.0	normal
12	52.0	normal
202	49.0	normal
188	48.0	normal
2	43.0	normal
57	43.0	normal
139	43.0	normal
207	-43.0	normal
43	36.0	normal
179	33.0	normal
21	-32.0	normal
75	30.0	normal
42	-29.0	normal
71	-28.0	normal
91	28.0	normal
