node_id	score	type
60	-198.0	volcano
132	131.0	normal
18	127.0	black_hole
25	-107.0	volcano
105	-106.0	volcano
148	86.0	normal
211	83.0	normal
174	76.0	normal
128	74.0	black_hole
190	68.0	normal
137	66.0	normal
86	61.0	normal
141	-55.0	volcano
206	-49.0	volcano
118	46.0	black_hole
95	44.0	normal
97	43.0	normal
125	42.0	normal
39	-41.0	normal
161	-36.0	normal
20	-35.0	normal
43	35.0	normal
4	-34.0	normal
66	34.0	normal
98	-34.0	normal
112	33.0	normal
37	-32.0	normal
41	-31.0	normal
90	-30.0	normal
134	30.0	normal
