node_id	score	type
63	-184.0	black_hole
118	-169.0	black_hole
141	151.0	volcano
128	-149.0	black_hole
105	146.0	volcano
206	110.0	volcano
46	-97.0	black_hole
18	-82.0	black_hole
75	73.0	normal
60	50.0	volcano
44	45.0	normal
123	40.0	normal
25	39.0	volcano
102	-36.0	normal
34	35.0	normal
155	35.0	normal
96	29.0	normal
113	29.0	normal
180	29.0	normal
198	29.0	normal
35	26.0	normal
4	25.0	normal
78	25.0	normal
200	25.0	normal
91	24.0	normal
189	24.0	normal
5	-15.0	normal
13	-15.0	normal
24	15.0	normal
51	15.0	normal
