node_id	score	type
60	0.0047169811320754715	volcano
132	0.009433962264150943	normal
18	0.014150943396226415	black_hole
25	0.018867924528301886	volcano
105	0.02358490566037736	volcano
148	0.02830188679245283	normal
211	0.0330188679245283	normal
174	0.03773584905660377	normal
128	0.04245283018867924	black_hole
190	0.04716981132075472	normal
137	0.05188679245283019	normal
86	0.05660377358490566	normal
141	0.06132075471698113	volcano
206	0.0660377358490566	volcano
118	0.07075471698113207	black_hole
95	0.07547169811320754	normal
97	0.08018867924528301	normal
125	0.08490566037735849	normal
39	0.08962264150943396	normal
161	0.09433962264150944	normal
20	0.09905660377358491	normal
43	0.10377358490566038	normal
4	0.10849056603773585	normal
66	0.11320754716981132	normal
98	0.1179245283018868	normal
112	0.12264150943396226	normal
37	0.12735849056603774	normal
41	0.1320754716981132	normal
90	0.13679245283018868	normal
134	0.14150943396226415	normal
