node_id	score	type
60	-204.0	volcano
105	-171.0	volcano
141	-130.0	volcano
128	83.0	black_hole
25	-80.0	volcano
125	60.0	normal
118	57.0	black_hole
143	57.0	normal
206	-57.0	volcano
104	55.0	normal
112	54.0	normal
46	48.0	black_hole
148	-45.0	normal
63	43.0	black_hole
85	43.0	normal
210	-42.0	normal
121	40.0	normal
179	40.0	normal
90	-37.0	normal
16	33.0	normal
158	-33.0	normal
87	32.0	normal
142	32.0	normal
18	31.0	black_hole
182	31.0	normal
200	31.0	normal
84	29.0	normal
95	25.0	normal
80	24.0	normal
96	24.0	normal
