node_id	score	type
60	-209.0	volcano
105	-150.0	volcano
18	144.0	black_hole
128	112.0	black_hole
141	-101.0	volcano
46	85.0	black_hole
71	62.0	normal
98	-62.0	normal
125	57.0	normal
206	-56.0	volcano
93	55.0	normal
118	53.0	black_hole
63	45.0	black_hole
62	-38.0	normal
13	37.0	normal
138	37.0	normal
25	-35.0	volcano
33	-35.0	normal
37	-34.0	normal
121	31.0	normal
69	-30.0	normal
95	30.0	normal
132	30.0	normal
29	29.0	normal
101	-27.0	normal
161	-27.0	normal
142	26.0	normal
20	-25.0	normal
87	24.0	normal
99	24.0	normal
