node_id	score	type
63	-183.0	black_hole
128	-183.0	black_hole
18	-144.0	black_hole
141	123.0	volcano
25	103.0	volcano
46	-101.0	black_hole
118	-87.0	black_hole
105	80.0	volcano
206	78.0	volcano
189	64.0	normal
102	-53.0	normal
34	47.0	normal
198	46.0	normal
123	44.0	normal
180	44.0	normal
4	43.0	normal
120	39.0	normal
155	37.0	normal
96	35.0	normal
41	30.0	normal
163	30.0	normal
12	29.0	normal
35	28.0	normal
74	28.0	normal
60	25.0	volcano
75	25.0	normal
20	24.0	normal
43	24.0	normal
109	22.0	normal
200	22.0	normal
