node_id	score	type
60	-183.0	volcano
118	-117.0	black_hole
46	64.0	black_hole
128	-61.0	black_hole
75	58.0	normal
105	-52.0	volcano
96	49.0	normal
141	-45.0	volcano
198	42.0	normal
180	33.0	normal
25	29.0	volcano
34	29.0	normal
44	29.0	normal
27	28.0	normal
49	28.0	normal
99	28.0	normal
4	27.0	normal
63	-27.0	black_hole
91	27.0	normal
93	27.0	normal
125	27.0	normal
155	27.0	normal
200	27.0	normal
179	25.0	normal
82	23.0	normal
16	21.0	normal
18	-21.0	black_hole
113	21.0	normal
5	-19.0	normal
21	-19.0	normal
