node_id	score	type
112	48.0	normal
37	-46.0	black_hole
100	44.0	normal
28	-35.0	black_hole
203	-34.0	volcano
194	31.0	normal
104	29.0	normal
57	-26.0	normal
54	25.0	normal
70	25.0	normal
152	25.0	normal
198	25.0	normal
93	24.0	normal
119	24.0	black_hole
47	23.0	black_hole
4	-22.0	normal
101	22.0	normal
209	21.0	normal
138	19.0	normal
145	19.0	normal
85	18.0	normal
111	18.0	normal
95	17.0	normal
186	17.0	normal
35	16.0	normal
61	16.0	normal
69	16.0	normal
76	-16.0	normal
121	-16.0	normal
12	-15.0	normal
